system:index,built,city,elev,lat,lon,lst,lst_anom,pop,road_dens,slope,tree,water,.geo
0,0.49951778054953766,Suzhou,10,31.977778326444668,120.45285065937634,44.71556909000003,1.0251267809418465,9.571276,0.0,0.35844126,0.03464734790703425,0.09283046193349247,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.3706908116915396,Suzhou,5,31.977778326444668,120.45734223579694,43.278291680000024,-0.4121506290581607,9.771666,0.0,0.48755243,0.12917627349296318,0.04424957101166781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.4635074807951848,Suzhou,5,31.977778326444668,120.46183381221753,40.58660093000003,-3.103841379058153,12.590888,0.0,0.06833669,0.0697626993060112,0.05101190375474592,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.5805829564730326,Suzhou,6,31.977778326444668,120.46632538863814,44.39256620000003,0.7021238909418486,7.9439883,0.0,0.057968166,0.044380645748848715,0.05293642790056765,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.5719414521978857,Suzhou,5,31.977778326444668,120.47081696505873,43.73801537000003,0.04757306094184344,3.3942323,0.0,0.08961141,0.06047815022369226,0.038129008355705686,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.5478056152739251,Suzhou,5,31.977778326444668,120.47530854147934,41.74701872000003,-1.9434235890581562,2.3151762,0.0,0.08961141,0.05213627964258194,0.0450515821770144,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.4550960726191988,Suzhou,6,31.977778326444668,120.5292074585265,41.813670110000004,-1.8767721990581805,3.3634539,0.0,0.06833669,0.058574902053806,0.05344876188610215,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.6630977891763905,Suzhou,6,31.977778326444668,120.5381906113677,43.90378934,0.21334703094181862,9.558226,0.0,0.21304709,0.03786288310948294,0.04668243812920991,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.5171421833957235,Suzhou,8,31.977778326444668,120.5426821877883,45.53076686000003,1.840324550941844,12.829783,0.0,0.13667318,0.04349031001329422,0.12069360502064228,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.6846618691051845,Suzhou,8,31.977778326444668,120.54717376420889,45.35986586000001,1.6694235509418291,16.566883,0.0,0.08961141,0.042953431388013996,0.045379039234831,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.6502478893846273,Suzhou,7,31.977778326444668,120.5516653406295,44.68993394000003,0.9994916309418471,6.780579,0.0,0.27942368,0.046684611852591235,0.04451776389032602,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.6889209510785911,Suzhou,4,31.977778326444668,120.55615691705009,46.25196908000001,2.561526770941825,5.9931855,0.0,0.14845821,0.034335373900830746,0.040749379954136467,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.6385047759977169,Suzhou,5,31.977778326444668,120.56064849347068,44.004620930000016,0.31417862094183135,5.194673,0.0,0.06833669,0.045175444611231796,0.052932743463316,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.5250711273091535,Suzhou,5,31.977778326444668,120.56514006989129,42.191361320000055,-1.499080989058129,1.6527941,0.0,0.057968166,0.04690350027134021,0.055911506960789364,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.4012021604459733,Suzhou,5,31.977778326444668,120.56963164631188,43.295381780000014,-0.3950605290581706,4.623792,0.0,0.08961141,0.06997462285993,0.12855422299665709,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.3568463961665447,Suzhou,4,31.977778326444668,120.59208952841487,37.66932086000003,-6.021121449058157,4.851423,0.0,0.057968166,0.11441414219398911,0.06261819674490163,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.49689676859028015,Suzhou,4,31.977778326444668,120.61005583409727,43.19796821000003,-0.49247409905815687,16.390388,0.0,0.06833669,0.046927412564400584,0.058249549746202924,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.5487068709141264,Suzhou,5,31.977778326444668,120.61454741051786,47.88920066000003,4.198758350941844,18.540134,0.0,0.06833669,0.04628687654621899,0.08167574314090113,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.6198420401390953,Suzhou,5,31.977778326444668,120.61903898693845,47.373079640000014,3.68263733094183,14.669319,0.0,0.0,0.041146564025742315,0.06431984365917742,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.4403537525019298,Suzhou,5,31.977778326444668,120.62353056335905,47.20217864000006,3.511736330941872,18.922606,0.0,0.0,0.05155178180171384,0.14371387588067186,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.4884055057126615,Suzhou,5,31.977778326444668,120.62802213977965,47.36282558000002,3.672383270941836,30.015339,0.0,0.0,0.03745261745320426,0.11824426168782844,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.6528518639123914,Suzhou,5,31.977778326444668,120.63251371620025,45.44360735000001,1.7531650409418233,36.265583,0.0,0.0,0.039589934326200324,0.08538692698559978,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.5062142456035045,Suzhou,5,31.977778326444668,120.63700529262084,46.146010460000014,2.4555681509418292,34.225887,0.0,0.057968166,0.04486043082380837,0.12014815302311697,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.6320726541929286,Suzhou,5,31.977778326444668,120.64149686904145,47.18679755000002,3.4963552409418384,38.428307,0.0,0.11593621,0.03382400634952567,0.05713615505109457,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.6556666244545745,Suzhou,5,31.977778326444668,120.64598844546204,48.27714593000002,4.586703620941833,39.855934,0.0,0.08961141,0.035586071381759316,0.06469395278125173,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.6951374737366748,Suzhou,6,31.977778326444668,120.65048002188264,51.01327094000001,7.322828630941828,20.73674,0.0,0.11593621,0.0320606969941694,0.043218935983112224,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.5468973922185026,Suzhou,5,31.977778326444668,120.65497159830323,45.04711703000001,1.3566747209418253,21.187302,0.0,0.13667318,0.034437927059256114,0.10485686734318733,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.4774351058461304,Suzhou,4,31.977778326444668,120.66844632756504,43.883281220000015,0.19283891094183048,7.7147727,0.0,0.08961141,0.06580190781304347,0.07643369979424668,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.5947799358982593,Suzhou,5,31.977778326444668,120.67293790398563,43.58420447000003,-0.10623783905815287,8.103192,0.0,0.13457742,0.04847205663099885,0.0558775711272444,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.6346997526374513,Suzhou,5,31.977778326444668,120.67742948040622,43.654273880000034,-0.036168429058150764,8.517633,0.0,0.06833669,0.04899196281829583,0.049476244187514694,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.4692816986547162,Suzhou,0,31.982269902865266,120.45734223579694,43.06979246000003,-0.6206498490581538,6.862556,0.0,0.30950984,0.05519212322930495,0.04758409559726715,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.32163545914227143,Suzhou,5,31.982269902865266,120.46632538863814,40.622490140000025,-3.0679521690581595,3.5059135,0.0,0.08961394,0.14945731203382215,0.044927211633572973,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.5489117816129389,Suzhou,5,31.982269902865266,120.47081696505873,43.31076287000002,-0.37967943905816526,6.3812065,0.0,0.057968166,0.08343320675582315,0.03785492400250708,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.45150742592522874,Suzhou,5,31.982269902865266,120.47530854147934,42.18452528000003,-1.5059170290581534,5.06884,0.0,0.0,0.07991300071201597,0.04188673165238773,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.5830308278673328,Suzhou,5,31.982269902865266,120.47980011789993,44.51219690000005,0.8217545909418646,5.874631,0.0,0.08961394,0.05814875912619755,0.049647846239774175,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.421421216117839,Suzhou,6,31.982269902865266,120.51124115284411,38.04872108000001,-5.641721229058177,4.3261304,0.0,0.08961394,0.06141336156676213,0.06013074425670008,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.5623529135870436,Suzhou,5,31.982269902865266,120.51573272926471,38.42128525999999,-5.269157049058194,3.1469162,0.0,0.08961394,0.059892049866418044,0.057457459485158326,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.6720958769146819,Suzhou,6,31.982269902865266,120.54717376420889,43.01681315000002,-0.6736291590581658,6.9222193,0.0,0.18684995,0.0422318041237304,0.04307140668970533,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.6372851703644675,Suzhou,6,31.982269902865266,120.5516653406295,44.68309790000001,0.9926555909418227,7.3041425,0.0,0.08961394,0.04136215442079393,0.07104396600933637,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.7283786196203437,Suzhou,5,31.982269902865266,120.55615691705009,48.57280466000003,4.882362350941847,6.064749,0.0,0.1345791,0.02984756848309189,0.04121775782550685,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.6833223894936964,Suzhou,5,31.982269902865266,120.56064849347068,46.38185384000002,2.691411530941835,6.7995014,0.0,0.057968166,0.04207601453526877,0.04566987128055189,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.3056594736408442,Suzhou,6,31.982269902865266,120.56963164631188,41.81537911999999,-1.8750631890581957,15.602089,0.0,0.08961394,0.1699755118793941,0.06596025731414557,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.44048634720093105,Suzhou,6,31.982269902865266,120.57412322273248,44.66429879000003,0.9738564809418477,20.28527,0.0,0.08961394,0.06656188529450446,0.12700306171609554,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.6905370647595688,Suzhou,5,31.982269902865266,120.61005583409727,44.37034907,0.6799067609418188,37.466274,0.0,0.08961394,0.03655332286672836,0.052870639388195494,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.6120153100229799,Suzhou,4,31.982269902865266,120.61454741051786,46.043469860000016,2.3530275509418317,23.911182,0.0,0.0,0.054892098135314885,0.07407805402763187,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.5874823529506102,Suzhou,5,31.982269902865266,120.61903898693845,49.64606293999998,5.9556206309417945,19.732746,0.0,0.068339996,0.05024023086298257,0.07778540926519781,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.5112556600477547,Suzhou,5,31.982269902865266,120.62353056335905,48.93853280000002,5.248090490941834,17.42213,0.0,0.08961394,0.0723964509787038,0.08319075894542038,"{""type"":""MultiPoint"",""coordinates"":[]}"
